Alias	AvgSpotLen	BioSample	Experiment	INSDC_first_public	INSDC_last_update	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	collection_date	environment_biome	environment_feature	environment_material	geographic_location_country_and_or_sea	geographic_location_latitude	geographic_location_longitude	project_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	Organism	Platform	SRA_Study	Title	geographic_location_depth	geographic_location_elevation	investigation_type	sequencing_method	soil_environmental_package
S049	488	SAMEA103892597	ERX1933784	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	52	36	2018-07-04	ERR1873259	ERS1581765	ERS1581765	SAMEA103892597 ERS1581765	2014/2015	Moist_tropical_forests	-	soil	USA	18.32096	-65.81974	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S052	488	SAMEA103892598	ERX1933785	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	82	55	2018-07-04	ERR1873260	ERS1581766	ERS1581766	SAMEA103892598 ERS1581766	2014/2015	Mediterrean	-	soil	Iran	30.136581	51.543479	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S056	488	SAMEA103892600	ERX1933786	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	18	13	2018-07-04	ERR1873261	ERS1581768	ERS1581768	SAMEA103892600 ERS1581768	2014/2015	Moist_tropical_forests	-	soil	Brazil	5.435667	-60.08825	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S058	488	SAMEA103892601	ERX1933787	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	60	40	2018-07-04	ERR1873262	ERS1581769	ERS1581769	SAMEA103892601 ERS1581769	2014/2015	Moist_tropical_forests	-	soil	Brazil	5.305306	-59.925056	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S062	488	SAMEA103892603	ERX1933788	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	55	37	2018-07-04	ERR1873263	ERS1581771	ERS1581771	SAMEA103892603 ERS1581771	2014/2015	Savannas	-	soil	Australia	-37.73217	145.24386	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S063	488	SAMEA103892604	ERX1933789	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	56	37	2018-07-04	ERR1873264	ERS1581772	ERS1581772	SAMEA103892604 ERS1581772	2014/2015	Southern_temperate_forests	-	soil	Australia	-37.48833	145.83333	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S068	492	SAMEA103892605	ERX1933790	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	128	84	2018-07-04	ERR1873265	ERS1581773	ERS1581773	SAMEA103892605 ERS1581773	2014/2015	Savannas	-	soil	Zimbabwe	-20.01863	29.47745	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S069	492	SAMEA103892606	ERX1933791	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	5	3	2018-07-04	ERR1873266	ERS1581774	ERS1581774	SAMEA103892606 ERS1581774	2014/2015	Moist_tropical_forests	-	soil	Cameroon	3.35357	12.7251	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S072	492	SAMEA103892608	ERX1933792	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	224	150	2018-07-04	ERR1873267	ERS1581776	ERS1581776	SAMEA103892608 ERS1581776	2014/2015	Temperate_deciduous_forests	-	soil	USA	29.73517	-82.44186	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S073	491	SAMEA103892609	ERX1933793	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	41	27	2018-07-04	ERR1873268	ERS1581777	ERS1581777	SAMEA103892609 ERS1581777	2014/2015	Southern_temperate_forests	-	soil	Chile	-44.07439	-73.096796	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S081	491	SAMEA103892612	ERX1933794	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	61	41	2018-07-04	ERR1873269	ERS1581780	ERS1581780	SAMEA103892612 ERS1581780	2014/2015	Southern_temperate_forests	-	soil	Argentina	-40.1269	-71.6797	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S089	491	SAMEA103892614	ERX1933795	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	88	56	2018-07-04	ERR1873270	ERS1581782	ERS1581782	SAMEA103892614 ERS1581782	2014/2015	Southern_temperate_forests	-	soil	Argentina	-42.78133	-71.47167	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S092	491	SAMEA103892615	ERX1933796	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	127	81	2018-07-04	ERR1873271	ERS1581783	ERS1581783	SAMEA103892615 ERS1581783	2014/2015	Southern_temperate_forests	-	soil	Argentina	-54.48108	-67.44908	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S094	492	SAMEA103892616	ERX1933797	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	96	63	2018-07-04	ERR1873272	ERS1581784	ERS1581784	SAMEA103892616 ERS1581784	2014/2015	Southern_temperate_forests	-	soil	Argentina	-54.47952	-67.44773	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S096	491	SAMEA103892617	ERX1933798	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	60	38	2018-07-04	ERR1873273	ERS1581785	ERS1581785	SAMEA103892617 ERS1581785	2014/2015	Southern_temperate_forests	-	soil	Argentina	-44.83255	-71.7265	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S097	491	SAMEA103892618	ERX1933799	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	17	11	2018-07-04	ERR1873274	ERS1581786	ERS1581786	SAMEA103892618 ERS1581786	2014/2015	Moist_tropical_forests	-	soil	Malaysia	2.982	102.313	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S098	492	SAMEA103892619	ERX1933800	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-20	42	28	2018-07-04	ERR1873275	ERS1581787	ERS1581787	SAMEA103892619 ERS1581787	2014/2015	Moist_tropical_forests	-	soil	Sri Lanka	6.42497	80.41758	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G2834	491	SAMEA103892621	ERX1933755	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	23	16	2018-07-04	ERR1873230	ERS1581789	ERS1581789	SAMEA103892621 ERS1581789	2014/2015	Boreal_forests	-	soil	Sweden	66.70869	20.09994	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3498	489	SAMEA103892622	ERX1933876	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	83	53	2018-07-04	ERR1873351	ERS1581790	ERS1581790	SAMEA103892622 ERS1581790	2014/2015	-	-	soil	Italy	36.76733	11.99648	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3517	489	SAMEA103892623	ERX1933877	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	89	57	2018-07-04	ERR1873352	ERS1581791	ERS1581791	SAMEA103892623 ERS1581791	2014/2015	-	-	soil	Switzerland	46.896	8.451	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3533	489	SAMEA103892624	ERX1933878	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	72	46	2018-07-04	ERR1873353	ERS1581792	ERS1581792	SAMEA103892624 ERS1581792	2014/2015	-	-	soil	Thailand	18.51	98.44	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3537	489	SAMEA103892625	ERX1933879	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	84	53	2018-07-04	ERR1873354	ERS1581793	ERS1581793	SAMEA103892625 ERS1581793	2014/2015	-	-	soil	Thailand	20.08	99.16	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G4034	489	SAMEA103892626	ERX1933888	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	71	44	2018-07-04	ERR1873363	ERS1581794	ERS1581794	SAMEA103892626 ERS1581794	2014/2015	-	-	soil	Morocco	34.213506	-3.477804009	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S011	489	SAMEA103892627	ERX1933860	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	26	18	2018-07-04	ERR1873335	ERS1581795	ERS1581795	SAMEA103892627 ERS1581795	2014/2015	-	-	soil	Madagascar	-24.755	46.85	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S317	489	SAMEA103892628	ERX1933861	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	2018-07-15	72	47	2018-07-04	ERR1873336	ERS1581796	ERS1581796	SAMEA103892628 ERS1581796	2014/2015	-	-	soil	New Zealand	-41.766539	172.193165	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S321	489	SAMEA103892629	ERX1933862	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	39	26	2018-07-04	ERR1873337	ERS1581797	ERS1581797	SAMEA103892629 ERS1581797	2014/2015	-	-	soil	New Zealand	-44.716444	168.276258	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S357	489	SAMEA103892630	ERX1933863	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	91	60	2018-07-04	ERR1873338	ERS1581798	ERS1581798	SAMEA103892630 ERS1581798	2014/2015	-	-	soil	Iran	34.6913382	50.88697806	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S359	489	SAMEA103892631	ERX1933864	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	76	49	2018-07-04	ERR1873339	ERS1581799	ERS1581799	SAMEA103892631 ERS1581799	2014/2015	-	-	soil	Iran	35.56752665	53.34822133	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S384	489	SAMEA103892632	ERX1933865	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	36	22	2018-07-04	ERR1873340	ERS1581800	ERS1581800	SAMEA103892632 ERS1581800	2014/2015	-	-	soil	France	-22.17581	166.76837	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S392	489	SAMEA103892633	ERX1933866	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	25	16	2018-07-04	ERR1873341	ERS1581801	ERS1581801	SAMEA103892633 ERS1581801	2014/2015	-	-	soil	France	-22.06201	166.34353	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S400	489	SAMEA103892634	ERX1933867	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	75	52	2018-07-04	ERR1873342	ERS1581802	ERS1581802	SAMEA103892634 ERS1581802	2014/2015	-	-	soil	Australia	-16.24127	145.43657	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S415	490	SAMEA103892635	ERX1933868	2018-05-31T17:02:46Z	2017-03-06T16:33:22Z	2018-07-15	64	43	2018-07-04	ERR1873343	ERS1581803	ERS1581803	SAMEA103892635 ERS1581803	2014/2015	-	-	soil	Argentina	-30.9005	-65.0116	18S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3492	490	SAMEA103893302	ERX1933875	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	160	106	2018-07-04	ERR1873350	ERS1582470	ERS1582470	SAMEA103893302 ERS1582470	2014/2015	-	-	soil	Italy	36.73543	12.02417	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3544	489	SAMEA103893303	ERX1933880	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	99	64	2018-07-04	ERR1873355	ERS1582471	ERS1582471	SAMEA103893303 ERS1582471	2014/2015	-	-	soil	Estonia	59.4268	27.519	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3556	489	SAMEA103893304	ERX1933881	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	86	55	2018-07-04	ERR1873356	ERS1582472	ERS1582472	SAMEA103893304 ERS1582472	2014/2015	-	-	soil	Estonia	58.0374	26.5666	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3565	489	SAMEA103893305	ERX1933882	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	49	31	2018-07-04	ERR1873357	ERS1582473	ERS1582473	SAMEA103893305 ERS1582473	2014/2015	-	-	soil	Estonia	58.3245	26.5465	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3568	489	SAMEA103893306	ERX1933883	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	74	48	2018-07-04	ERR1873358	ERS1582474	ERS1582474	SAMEA103893306 ERS1582474	2014/2015	-	-	soil	Estonia	58.3611	26.665	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3590	489	SAMEA103893307	ERX1933884	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	58	37	2018-07-04	ERR1873359	ERS1582475	ERS1582475	SAMEA103893307 ERS1582475	2014/2015	-	-	soil	Estonia	58.434	23.3011	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G3609	489	SAMEA103893308	ERX1933885	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	89	57	2018-07-04	ERR1873360	ERS1582476	ERS1582476	SAMEA103893308 ERS1582476	2014/2015	-	-	soil	Estonia	58.4709	26.7251	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G4006	489	SAMEA103893309	ERX1933886	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	81	52	2018-07-04	ERR1873361	ERS1582477	ERS1582477	SAMEA103893309 ERS1582477	2014/2015	-	-	soil	Colombia	11.309739	-73.93066401	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G4024	490	SAMEA103893310	ERX1933887	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	82	53	2018-07-04	ERR1873362	ERS1582478	ERS1582478	SAMEA103893310 ERS1582478	2014/2015	-	-	soil	Colombia	11.28425399	-74.011557	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G4049	490	SAMEA103893311	ERX1933889	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	54	35	2018-07-04	ERR1873364	ERS1582479	ERS1582479	SAMEA103893311 ERS1582479	2014/2015	-	-	soil	Morocco	35.12319001	-4.471532023	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
G4051	490	SAMEA103893312	ERX1933890	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	65	41	2018-07-04	ERR1873365	ERS1582480	ERS1582480	SAMEA103893312 ERS1582480	2014/2015	-	-	soil	Morocco	35.11757699	-4.998549968	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S275	489	SAMEA103893313	ERX1933891	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	35	23	2018-07-04	ERR1873366	ERS1582481	ERS1582481	SAMEA103893313 ERS1582481	2014/2015	-	-	soil	Thailand	20.02	99.176	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
S293	489	SAMEA103893314	ERX1933892	2018-05-31T17:02:46Z	2017-03-07T09:41:47Z	2018-07-15	48	30	2018-07-04	ERR1873367	ERS1582482	ERS1582482	SAMEA103893314 ERS1582482	2014/2015	-	-	soil	Norway	78.2108869	15.701441	16S metabarcoding data of global soil samples	AMPLICON	PRJEB19856	EUROPEAN MOLECULAR BIOLOGY LABORATORY	public	sra	ncbi	ERC000022	EMBL	public	500	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	unspecified	soil metagenome	ILLUMINA	ERP021922	soil sample	0	0	metagenome	Illumina	soil
